item_code,product_name,url,price_per_unit,unit,rating,product_reviews,product_origin,product_image,Mono unsaturates,sugars,of which sugars:,of which Sugars,of which Sugars:,Vitamin A,Energy (kJ),Fat g,- sugars,Vitamin D,Proteine,image_urls,Fat:,- mono-unsaturates,Of which Sugars,Trans Fat,Total fat,Energy kcal,Fat (g),of which - Sugars,Carbohydrate:,(of which sugars),Trans Fats,of which saturated fatty acids,of which saturates [g],and EPA,Fibre g,Iron,Salt:,Fats,Protein g,- kcal,-of which sugars,DHA,poly-unsaturated,of which saturates (g),of which sugars :,Carbohydrate [g],- of which saturates (g),Fibre :,EPA,Energy,Of which saturates,Proteins,Carbohydrate g,Energy [kJ/kcal],Protein (g),Total Omega  3,Fat [g],of which saturates g,Energy:,- polyunsaturates,Starch,Calcium,Carbohydrate (g),of which sugar,Energy kJ,of which sugars [g],- of which Saturates,of which DHA,Trans fat,of which sugars,Polyunsaturates,Fibres,mono unsaturates,Total Sugars,Energy :,Fiber,Omega 3 Fatty Acids,- of which sugars (g),Vitamin B12,Omega 3,-of which saturates,Omega 3 fatty acids,of which saturated,Sodium,Protein [g],Protein :,Energy kJ/kcal,of which sugars (g),kcal,Salt (g),Energy value,Fat :,of which Saturates,Carbohydrate,of which sugars g,of which saturates :,thereof saturated fatty acids,Fibre:,of which saturates:,Thiamin (Vitamin B1),- starch,Salt,Vitamin C,Carbohydrate :,Carbohydrates:,Salt :,Polyols,mono-unsaturated,(of which saturates),Fibre [g],(of which sugars,trans fat,Energy (kcal),Dietary fibre,(kcal),Protein,Energy - kJ,- of which Sugars,saturates,- saturates,Of which: Saturates,of which - Saturates,polyunsaturates,Of which Saturates,- of which sugars,Fibre (g),of which saturates,Saturates,Energy kg/kcal,Potassium,Amount of sugar,of which saturated fats,Salt [g],- of which saturates,(of which saturates,Salt g,Omega 6,Carbohydrates,Protein:,Mono-unsaturates,Carbohydrates (g),Sugars,Of which: Sugars,of which Saturates:,Of which sugars,images,Fat,mono-unsaturates,of which: sugars,of which: saturates,Fibre,of which is saturated,of which: Saturates,Cholesterol
7561224,Yarden Wafer Thin Smoked Chicken Breast 142g,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-314373-44/yarden-wafer-thin-smoked-chicken-breast-142g,£2.50,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/30/7290003289530/7290003289530_L.jpeg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404 kJ /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5g,,,,,,,,2g,,,,,,,,,,,,,,16g,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/30/7290003289530/7290003289530_L.jpeg', 'path': 'full/c9cb0d3fa235f86d34253d75e0e805190a37cf01.jpg', 'checksum': 'd75f2767c033e5dd85f3b1783c8f12dd'}]",1.5g,,,,,,,
7946771,J.James & Family British Sliced Cooked Chicken Breast 160g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1258714&urlRequestType=Base&categoryId=314373&catalogId=10058&langId=44,£1.75,,,,Produced in United Kingdom Produced using British chicken,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/77/0000000347877/0000000347877_L.jpeg'],,,,,,120kcal,,,,,,,,,,,,,,,,,,,,,,,,508kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9g,,,,,,,,0.41g,,,,,,,,,,,,,,24.2g,,,,,,,,,,,,0.5g,,,,,,,,,,,,,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/77/0000000347877/0000000347877_L.jpeg', 'path': 'full/fd116246214577dc9bf39e2dae2f523858cefd88.jpg', 'checksum': '601106e03500d78a09843fe6316e3aa9'}]",2.2g,,,,0g,,,
7935562,Fridge Raiders Slow Roast Flavour Chicken Skewer 50g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1245626&urlRequestType=Base&categoryId=314373&catalogId=10058&langId=44,£1.30,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/66/5000178110766/5000178110766_L.jpeg'],,,,,,128kcal,,,,,,,,,,,,,,,,,,,,,,,,539kJ,,,,,,,,,,,,,,,,,,,,1.1g,,,,,,,,,,,,,,,,,,,,,,,,3.8g,,,,,,,,1.8g,,,,,,,,,,,,,,21g,,,,,,,,,,,0.7g,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/66/5000178110766/5000178110766_L.jpeg', 'path': 'full/af9d21184a8881cf6f7bf6428882d1b5caecf0bc.jpg', 'checksum': 'd49f21c90a2ee714dd2887c7a44c090f'}]",3.0g,,,,,,,
7561144,Yarden Wafer Thin Turkey Roll 142g,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-314373-44/yarden-wafer-thin-turkey-roll-142g,£2.50,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/08/7290000367408/7290000367408_L.jpeg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673 kJ /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10g,,,,,,,,2.4g,,,,,,,,,,,,,,10g,,,,,3g,,,,,,,,,,,,,,,,,,,,,,Trace,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/08/7290000367408/7290000367408_L.jpeg', 'path': 'full/6b395e4ef6548c41effb0b3c755241fb9507af2a.jpg', 'checksum': 'd6c6ec6266e29d705a7cb95563cb3269'}]",9g,,,,,,,
7914954,Sainsbury's Oak Smoked Chargrilled Mini British Chicken Fillets 120g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1219600&urlRequestType=Base&categoryId=314373&catalogId=10058&langId=44,£2.50,,,,Produced in United Kingdom Produced using British Chicken,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/34/0000000326834/0000000326834_L.jpeg'],,,,,,117kcal,,,,,,,,,,,,,,,,,,,,,,,,496kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,0.51g,,,,,,,,,,,,,,27.5g,,,,,,,,,,,,<0.1g,,,,,,,,,,,,,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/34/0000000326834/0000000326834_L.jpeg', 'path': 'full/98c4d3d5ef8807771a0f42197c0bb59ca337fb21.jpg', 'checksum': 'cc8d987a2cf5bf8276974dcf4746feca'}]",<0.5g,,,,,,,
7861925,Sainsbury's Tandoori Pulled Chicken Drumsticks 350g,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-314373-44/sainsburys-tandoori-pulled-chicken-drumsticks-350g,£2.50,,,,Produced in United Kingdom Produced using British chicken,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/29/0000000285629/0000000285629_L.jpeg'],,,,,,175kcal,,,,,,,,,,,,,,,,,,,,,,,,733kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9g,,,,,,,,0.56g,,,,,,,,,,,,,,22.3g,,,,,,,,,,,,1.7g,,,,,,,,,,,,,,3.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/29/0000000285629/0000000285629_L.jpeg', 'path': 'full/53baa0b5f0608751877047f5679decff154fa783.jpg', 'checksum': 'cc0cc0c25770418e886bfcf353962336'}]",7.3g,,,,0g,,,
7895697,Sainsbury's Roast Fire Grilled Breast Chunks 250g,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-314373-44/sainsburys-rst-fire-grilled-breast-chunks-250g,£3.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/75/0000000310475/0000000310475_L.jpeg'],,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,,,,,<0.5g,,,,,,,,,,,,,,,,,,,,,,,,1.6g,,,,,,,,0.59g,,,,,,,,,,,,,,24.0g,,,,,,,,,,,0.2g,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/75/0000000310475/0000000310475_L.jpeg', 'path': 'full/8e3246f3f302c4ea619e88589bbabffe27aeee30.jpg', 'checksum': '2155f1befb79fd78d99a04bb1504e8de'}]",0.6g,,,,<0.5g,,,
7600601,Najma Sliced Turkey Breast 150g,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-314373-44/sibel-sliced-turkey-breast-150g,£2.00,,,,,,,,< 0.5g,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/21/5060188691921/5060188691921_L.jpeg'],3.7g,,,,,,,,2.6g,,,,,,,,2.44g,,,,,,,,,,,,,,,,,,,,,,492kJ/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1g,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/21/5060188691921/5060188691921_L.jpeg', 'path': 'full/6cf2d44f6454409ff97d152ff9ced5800c7f5190.jpg', 'checksum': '41da0b830e8e87e4873a70abec72f67c'}]",,,,,,,,
7670941,Najma Sliced Halal Chicken Breast With Herbs 150g,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-314373-44/najma-sliced-halal-chicken-breast-with-herbs-150g,£2.00,,,,,,,,1.0g,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/72/5060188691372/5060188691372_L.jpeg'],10.0g,,,,,,,,1.0g,,,,,,,,2.1g,,,,,,,,,,,,,,,,,,,,,,663kJ/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0g,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/72/5060188691372/5060188691372_L.jpeg', 'path': 'full/ab8864722a3516063795a93d4d4b31a64eeb9a50.jpg', 'checksum': 'b679a68b99f5a2c9e3a5194737cce417'}]",,,,,,,,
7863355,Sainsbury's Chilli & Lime Chicken Breast Slices 120g,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-314373-44/sainsburys-chilli---lime-chicken-slices-120g,£2.00,,,,Produced in United Kingdom Produced using British Chicken,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/96/0000000286596/0000000286596_L.jpeg'],,,,,,118kcal,,,,,,,,,,,,,,,,,,,,,,,,500kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9g,,,,,,,,0.49g,,,,,,,,,,,,,,23.2g,,,,,,,,,,,,0.5g,,,,,,,,,,,,,,0.7g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/96/0000000286596/0000000286596_L.jpeg', 'path': 'full/f26888df9272fec61b67e2aaa52c810030b8faa5.jpg', 'checksum': '6d84e9873b8a580b6ad91b0a9d631a2a'}]",1.7g,,,,,,,
7862226,Sainsbury's Sweet Chilli Chicken Wings 350g,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-314373-44/sainsburys-sweet-chilli-chicken-wings-350g,£2.50,,,,Produced in United Kingdom Produced using British chicken,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/64/0000000285964/0000000285964_L.jpeg'],,,,,,214kcal,,,,,,,,,,,,,,,,,,,,,,,,894kJ,,,,,,,,,,,,,,,,,,,,,3.4g,,,,,,,,,,,,,,,,,,,,,,,9.3g,,,,,,,,0.57g,,,,,,,,,,,,,,18.4g,,,,,,,,,,,,2.9g,,,,,,,,,,,,4.5g,,7.9g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/64/0000000285964/0000000285964_L.jpeg', 'path': 'full/63481ca458a9d77122e0412e4082db23957c05d0.jpg', 'checksum': '4d766a9e05c108b9c9e565ade6b22873'}]",11.4g,,,,<0.5g,,,
7916565,Sainsbury's Wafer Thin British Chicken Slices 150g,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1219800&urlRequestType=Base&categoryId=314373&catalogId=10058&langId=44,£1.10,,,,Produced in United Kingdom Produced from British Chicken,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/56/0000001170856/0000001170856_L.jpeg'],,,,,,133kcal,,,,,,,,,,,,,,,,,,,,,,,,560kJ,,,,,,,,,,,2.3g,,,,,,,,,,1.4g,,,,,,,,,,,,,,,,,,,,,,,2.5g,,,,,,,,1.35g,,,,,,,,,,,,,,18.6g,,,,,,,,,,,,1.5g,,,,,,,,,,,,2.2g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/56/0000001170856/0000001170856_L.jpeg', 'path': 'full/550c8da1c5b1e0f2f4a6933c679040213a31c44a.jpg', 'checksum': '93ada3a211f28f926c0b7e0b05e89add'}]",5.4g,,,,<0.5g,,,
7618054,Tahira Beef Sausage Hot & Spicy 500g,https://www.sainsburys.co.uk/shop/gb/groceries/snacking---cooked-sausage-44/tahira-beef-sausage-hot---spicy-500g,£2.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/60/5034525000660/5034525000660_L.jpeg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135 kJ/,"7,22 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,3 g",,,,,,,,"2,75 g",,,,,,,,,,,,,,"11,1 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,3 g","[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/60/5034525000660/5034525000660_L.jpeg', 'path': 'full/a147862b5b397599083e76b42f3407b38d3171bc.jpg', 'checksum': 'a2f5582d3906e22e0fcd9dfee943b026'}]","21,3 g",,,,,,,
7642483,Sainsbury's Cooked Ham Slices x14 240g,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-cooked-ham-240g,£2.50,,,,,,1.5g,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/19/0000000121019/0000000121019_L.jpeg'],,,,,,118kcal,,,,,,,,,,,,,,,,,,,,,,,,498kJ,,,,,,,,,,,<0.5g,,,,,,,,,,0.2g,,,0.9g,,,,,,,,,,,,,,,,,,,,0.9g,,,,,,,,1.63g,,,,,,,,,,,,,,22.3g,,,,,,,,,,,,1.0g,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/19/0000000121019/0000000121019_L.jpeg', 'path': 'full/8da0c6573d03622c3b11aa27af655c143bc15f17.jpg', 'checksum': '889dfff8822ae94f908fe097d0218698'}]",2.8g,,,,<0.5g,,,
7731508,Bernard Matthews Chicken Chunks 90g,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/bernard-matthews-chicken-chunks-100g,£1.10,,,,,,,0.4g,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/17/5010236157817/5010236157817_L.jpeg'],,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3g,,,,,,,,1.3g,,,,,,,,,,,,,,21.1g,434,,0.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/17/5010236157817/5010236157817_L.jpeg', 'path': 'full/9515ed1b6eaa49c35c75859981bb9a00bf076945.jpg', 'checksum': '7312fbf7548d15f750f93211b4fcb68a'}]",1.3g,,,,,,,
3951200,Taste Original Cooked Mini Chicken Satay x12 120g,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/taste-original-mini-chicken-satay-x12,£2.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/66/8710868028666/8710868028666_L.jpeg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903kJ /,2.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1g,,,,,,,,1.58g,,,,,,,,,,,,,,19.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0g,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/66/8710868028666/8710868028666_L.jpeg', 'path': 'full/f1068191f3db5bb2486ec19b7b6dba4098a0ac3d.jpg', 'checksum': 'e1fa0a130694847d037dd0ac8b5819fd'}]",13.6g,,,,1.2g,,,
7640099,Sainsbury's Thick Smoked Bacon Rashers x6 300g,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-thick-smoked-bacon-rashers-x6-300g,£2.25,,,,Packed in United Kingdom,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/86/0000000118286/0000000118286_L.jpeg'],,,,,,233kcal,,,,,,,,,,,,,,,,,,,,,,,,971kJ,,,,,,,,,,,,,,,,,,,,,2.3g,,,,,,,,,,,,,,,,,,,,,,,1.0g,,,,,,,,3.85g,,,,,,,,,,,,,,25.8g,,,,,,,,,,,,5.4g,,,,,,,,,,,,5.5g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/86/0000000118286/0000000118286_L.jpeg', 'path': 'full/1aeec78096216c75b25db10b1352681a79df3d39.jpg', 'checksum': 'f034aa6bacbe02276ead96d4a9da23ee'}]",13.8g,,,,0.6g,,,
1081213,Sainsbury's Cooked Roast Chicken Breast Fillets x2 240g,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-cooked-roast-chicken-fillets-x2-240g,£3.50,,,,Produced in United Kingdom Produced using British chicken,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/13/0000001081213/0000001081213_L.jpeg'],,,,,,174kcal,,,,,,,,,,,,,,,,,,,,,,,,734kJ,,,,,,,,,,,,,,,,,,,,,1.6g,,,,,,,,,,,,,,,,,,,,,,,0.6g,,,,,,,,0.39g,,,,,,,,,,,,,,30.4g,,,,,,,,,,,,1.4g,,,,,,,,,,,,2.2g,,0.6g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/13/0000001081213/0000001081213_L.jpeg', 'path': 'full/8048b03c1435545b3b3b99fcbaa35ce2b3ab450f.jpg', 'checksum': '8eec3ce16fd0852c128839a8f26be440'}]",5.4g,,,,1.0g,,,
6341763,Sainsbury's German Salami Slices 150g,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-german-salami-150g,£1.50,,,,Produced in Germany. Produced using German Pork,,11.3g,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/01/0000001227901/0000001227901_L.jpeg'],,,,,,310kcal,,,,,,,,,,,,,,,,,,,,,,,,1284kJ,,,,,,,,,,,<0.5g,,,,,,,,,,2.9g,,,1.0g,,,,,,,,,,,,,,,,,,,,1.0g,,,,,,,,3.75g,,,,,,,,,,,,,,20.0g,,,,,,,,,,,,10.3g,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/01/0000001227901/0000001227901_L.jpeg', 'path': 'full/ae47276eb7ed0971d0dafb0799ffa60b9fa6300a.jpg', 'checksum': '3f22cc867b6820e7dc65106c1b93df1f'}]",25.0g,,,,<0.5g,,,
7429036,Richmond Thick Pork Sausages x12 681g,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/richmond-thick-sausages-681g,£3.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/28/5000187105128/5000187105128_L.jpeg'],,,,,,254kcal,,,,,,,,,,,,,,,,,,,,,,,,1058kJ/,,,,,,,,,,,,,,,,,,,,0.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2g,,,,,,,,,,,,,,12g,,,,,,,,,,,8.1g,,,,,,,,,,,16g,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/28/5000187105128/5000187105128_L.jpeg', 'path': 'full/7d927a6d2cef932c602708464e12ebf8e38cdca5.jpg', 'checksum': '2ad383118f118c3fc3582295a5e57dc7'}]",16g,,,,,,,
7493724,Sainsbury's Butcher's Choice Pork Chipolata Sausages x12 340g,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-butchers-choice-pork-chipolatas-x12-340g,£1.75,,,,Produced in United Kingdom Produced using British Pork,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/58/0000001791358/0000001791358_L.jpeg'],,,,,,239kcal,,,,,,,,,,,,,,,,,,,,,,,,997kJ,,,,,,,,,,,9.3g,,,,,,,,,,3.0g,,,,,,,,,,,,,,,,,,,,,,,12.0g,,,,,,,,1.45g,,,,,,,,,,,,,,14.0g,,,,,,,,,,,,5.3g,,,,,,,,,,,,6.1g,,2.7g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/58/0000001791358/0000001791358_L.jpeg', 'path': 'full/a588f6b79cdc43c940b373dd6b96ee53848c587d.jpg', 'checksum': '64be84f0b0ff364cd781da0d1b944f99'}]",15.0g,,,,<0.5g,,,
6904653,"Sainsbury's Free Range Chicken Thigh Fillets, Taste the Difference (approx. 360g)",https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-british-chicken-thigh-fillet--taste-the-difference-%28approx-360g%29,£11.30,,,,"Produced in United Kingdom Produced from British Free Range Chicken, British chicken",,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/07/0287930000007/0287930000007_L.jpeg'],,,,,,222kcal,,,,,,,,,,,,,,,,,,,,,,,,926kJ,,,,,,,,,,,,,,,,,,,,,2.8g,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,0.14g,,,,,,,,,,,,,,28.0g,,,,,,,,,,,,3.2g,,,,,,,,,,,,5.6g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/07/0287930000007/0287930000007_L.jpeg', 'path': 'full/04d704a1f93b0d69752f5a6d14319740feea8b2f.jpg', 'checksum': '69f1a4588a25165628a20ee9e7b30669'}]",12.1g,,,,<0.5g,,,
7317022,Sainsbury's German Brunswick Ham Slices x5 100g,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-brunswick-ham-100g,£1.75,,,,"Produced in Germany, Packed in Germany. Produced from German Pork",,3.5g,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/74/0000001737974/0000001737974_L.jpeg'],,,,,,158kcal,,,,,,,,,,,,,,,,,,,,,,,,660kJ,,,,,,,,,,,<0.5g,,,,,,,,,,0.9g,,,0.6g,,,,,,,,,,,,,,,,,,,,0.6g,,,,,,,,2.00g,,,,,,,,,,,,,,21.2g,,,,,,,,,,,,3.2g,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/74/0000001737974/0000001737974_L.jpeg', 'path': 'full/47d0141c5e9e4ad5391050b7a8035c038d2eff41.jpg', 'checksum': 'fe5652ae22c5926dff316642aff14e45'}]",7.8g,,,,<0.5g,,,
7875181,Sainsbury's Mini Chicken Breast Fillets 320g,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-mini-chicken-breast-fillets-320g,£2.65,,,,Produced in United Kingdom Produced using British chicken Produced from British chicken,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/46/0000000296946/0000000296946_L.jpeg'],,,,,,127kcal,,,,,,,,,,,,,,,,,,,,,,,,535kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,0.09g,,,,,,,,,,,,,,24.8g,,,,,,,,,,,,0.6g,,,,,,,,,,,,,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/46/0000000296946/0000000296946_L.jpeg', 'path': 'full/03ead03b1d00147a34c3b36dbd47e69df9d36ec7.jpg', 'checksum': '14f7e95d99e1ce31497d17d0517ea7de'}]",3.0g,,,,<0.5g,,,
